,name,extracted_address,latitude,longitude,url,url_type,address
21,Ministop -  Chương Dương 2,"24A Chương Dương, Linh Chiểu, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.8518964,106.7240338,"https://www.google.com/maps/place/CHTL+-+MINISTOP+-+S249+-+Ch%C6%B0%C6%A1ng+D%C6%B0%C6%A1ng/@10.8518964,106.7240338,14z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgQ2jGsMahbmcgRMawxqFuZyAy!3m6!1s0x317527003eb8b265:0xb66c1c8a40cc9da4!8m2!3d10.8518964!4d106.7600827!15sCh5NaW5pc3RvcCAtICBDaMawxqFuZyBExrDGoW5nIDIiA4gBAZIBDG91dGxldF9zdG9yZaoBUhABKgwiCG1pbmlzdG9wKEIyHxABIhulCcqWMZyFTLo7pGC4DHLEUQLnkns9vAneCG8yHxACIhttaW5pc3RvcCBjaMawxqFuZyBkxrDGoW5nIDLgAQA!16s%2Fg%2F11w91xtj68?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search,"24A Chương Dương, Khu phố 3, Phường Linh Chiểu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh"
22,Ministop -  UOA Tower,"6 Tân Trào, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Vietnam",10.7301259,106.7221183,"https://www.google.com/maps/place/Ministop+-+UOA+Tower/@10.7301259,106.7221183,17z/data=!3m1!4b1!4m6!3m5!1s0x31752500042a5461:0xebe8bf52a1f4bea1!8m2!3d10.7301206!4d106.7246932!16s%2Fg%2F11y3vq_2r4?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"UOA Tower, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh."
23,Ministop -  Mạc Đĩnh Chi 2,"65BIS Mạc Đĩnh Chi, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Vietnam",10.7946773,106.6714154,"https://www.google.com/maps/place/Ministop+-+65bis+M%E1%BA%A1c+%C4%90%C4%A9nh+Chi/@10.7946773,106.6714154,14z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgTeG6oWMgxJDEqW5oIENoaSAy!3m6!1s0x31752f002457f085:0x951193ca4b0a3823!8m2!3d10.7879076!4d106.6958575!15sCh5NaW5pc3RvcCAtICBN4bqhYyDEkMSpbmggQ2hpIDIiA4gBAVodIhttaW5pc3RvcCBt4bqhYyDEkcSpbmggY2hpIDKSARFjb252ZW5pZW5jZV9zdG9yZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSbWFUUlFjbHBSRUFFqgFlCg0vZy8xMWJicmhqMF9kCgkvbS8wNjF0cTUQASoFIgEyKEIyHxABIhtqb8oh19hnCFHptSeasPnL8lTFjN4PmrjAy_MyHxACIhttaW5pc3RvcCBt4bqhYyDEkcSpbmggY2hpIDLgAQD6AQUIjAEQFg!16s%2Fg%2F11vwrlsk_d?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search,"65 Bis Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh."
24,Ministop -  Điện Biên Phủ 2,"215 Điện Biên Phủ, Phường 2, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",10.7873835,106.6757024,"https://www.google.com/maps/place/Ministop+Vietnam+company+limited/@10.7873835,106.6757024,14z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgxJBp4buHbiBCacOqbiBQaOG7pyAy!3m6!1s0x31752f373ef3a5b1:0x569a2a75929fd426!8m2!3d10.8004298!4d106.7067983!15sCiFNaW5pc3RvcCAtICDEkGnhu4duIEJpw6puIFBo4bunIDIiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3JlqgFvCg0vZy8xMWJicmhqMF9kCgkvbS8wNjF0cTUQASoMIghtaW5pc3RvcChCMh8QASIbag-bnxWqFpH7CPD2ZZR5i2il01WwYFEaczAIMiIQAiIebWluaXN0b3AgxJFp4buHbiBiacOqbiBwaOG7pyAy4AEA!16s%2Fg%2F11f2b70817?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search,"153 Điện Biên Phủ, Phường 2, Quận Bình Thạnh, Thành phố Hồ Chí Minh."
25,Ministop -  Lê Quang Định 2,"484 Lê Quang Định, Phường 11, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",10.8142932,106.6807349,"https://www.google.com/maps/place/MINISTOP/@10.8142932,106.6807349,16z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgTMOqIFF1YW5nIMSQ4buLbmggMg!3m6!1s0x317528e85f757187:0xb16fd146e3121940!8m2!3d10.8142932!4d106.6897471!15sCh9NaW5pc3RvcCAtICBMw6ogUXVhbmcgxJDhu4tuaCAyIgOIAQGSARFjb252ZW5pZW5jZV9zdG9yZaoBbgoNL2cvMTFiYnJoajBfZAoJL20vMDYxdHE1EAEqDCIIbWluaXN0b3AoQjIgEAEiHKVDcKk2nG-iexOHY_cz5bA8Jo5_nMPRPKPth4cyIBACIhxtaW5pc3RvcCBsw6ogcXVhbmcgxJHhu4tuaCAy4AEA!16s%2Fg%2F11cs16zn7w?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search,"97 Lê Quang Định, Phường 14, Quận Bình Thạnh, Thành phố Hồ Chí Minh."
26,Ministop -  An Dương Vương,"822-824 An Dương Vương, Phường 13, Quận 6, Thành phố Hồ Chí Minh, Vietnam",10.7532628,106.6218358,"https://www.google.com/maps/place/MINISTOP+-+S243+-+An+D%C6%B0%C6%A1ng+V%C6%B0%C6%A1ng/@10.7532628,106.6218358,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d0059628c91:0x4c7b780104f45cfe!8m2!3d10.7532575!4d106.6244107!16s%2Fg%2F11vx25nyg4?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"822 - 824 An Dương Vương, Phường 13, Quận 6, Thành phố Hồ Chí Minh."
27,Ministop -  Hòa Bình,"53 Đ. Hòa Bình, Tân Thới Hoà, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",10.769648,106.3449078,"https://www.google.com/maps/place/MINISTOP+-+S242+-+H%C3%B2a+B%C3%ACnh/@10.769648,106.3449078,11z/data=!4m10!1m2!2m1!1sMinistop+-++H%C3%B2a+B%C3%ACnh!3m6!1s0x31752f0035fb3deb:0xa7d4a050a5791453!8m2!3d10.769648!4d106.6332989!15sChZNaW5pc3RvcCAtICBIw7JhIELDrG5oIgOIAQFaFSITbWluaXN0b3AgaMOyYSBiw6xuaJIBEWNvbnZlbmllbmNlX3N0b3JlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwS1FtSnRSbnBOUm10MFZtMDBNbFV4U2pKVFJWSm9XakJzTTA5V1JSQUKqAVYKDS9nLzExYmJyaGowX2QKCS9tLzA2MXRxNRABMh8QASIbpYQIeTfxrNtqPyKZUGflLpV97kIsG-omVi8PMhcQAiITbWluaXN0b3AgaMOyYSBiw6xuaOABAPoBBAgAEEE!16s%2Fg%2F11y45k6p0t?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search,"53 Hòa Bình, Phường Tân Thới Hòa, Quận Tân Phú, Thành phố Hồ Chí Minh."
28,Ministop -  Đại Lộ 3,"163 Đại Lộ 3, Phước Bình, Quận 9, Thành phố Hồ Chí Minh, Vietnam",10.8126338,106.7694172,"https://www.google.com/maps/place/Ministop+-+C%C4%90KT+%C4%90%E1%BB%91i+Ngo%E1%BA%A1i/@10.8126338,106.7694172,17z/data=!3m1!4b1!4m6!3m5!1s0x317526f674a4dd07:0xa861f71f0ce7c3a!8m2!3d10.8126285!4d106.7719921!16s%2Fg%2F11xdz_1_2?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"163 Đại Lộ 3, Phường Phước Bình, Thành phố Thủ Đức, Thành phố Hồ Chí Minh."
29,Ministop -  Đường số 12,"13 Đ.Số 12, Khu đô thị An Phú An Khánh, Thủ Đức, Thành phố Hồ Chí Minh 71109, Vietnam",10.7925193,106.4435154,"https://www.google.com/maps/place/MINISTOP+-+S239+-+%C4%90%C6%B0%E1%BB%9Dng+s%E1%BB%91+12/@10.7925193,106.4435154,11z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgxJDGsOG7nW5nIHPhu5EgMTI!3m6!1s0x317527002a111fc5:0x437c1c5d03656612!8m2!3d10.7925193!4d106.7319065!15sCh1NaW5pc3RvcCAtICDEkMaw4budbmcgc-G7kSAxMiIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAWsKDS9nLzExYmJyaGowX2QKCS9tLzA2MXRxNRABKgwiCG1pbmlzdG9wKEIyHxABIhvSSCfQV-tWkZa5fKcOEvg9DaAPqu-fvKqOvnMyHhACIhptaW5pc3RvcCDEkcaw4budbmcgc-G7kSAxMuABAA!16s%2Fg%2F11vz94j1vy?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search,"13A Đường số 12, Khu phố 4, Phường An Khánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh."
30,Ministop -  Kha Vạn Cân,"819 Đ. Kha Vạn Cân, Linh Chiểu, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.857044,106.754313,"https://www.google.com/maps/place/CHTL+-+MINISTOP+-+S240+-+Kha+V%E1%BA%A1n+C%C3%A2n/@10.857044,106.754313,17z/data=!3m1!4b1!4m6!3m5!1s0x3175270036bdf1e1:0x155c0075c207cf60!8m2!3d10.8570387!4d106.7568879!16s%2Fg%2F11vy3c27h3?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"819 Kha Vạn Cân, Khu phố 2, Phường Linh Tây, Thành phố Thủ Đức, Thành phố Hồ Chí Minh."
31,Ministop -  Đại học Văn Lang,"TK17/1 Nguyễn Cảnh Chân, Cầu Kho, Quận 1, Thành phố Hồ Chí Minh, Vietnam",10.7581011,106.6525196,"https://www.google.com/maps/place/MINISTOP+Nguy%E1%BB%85n+C%E1%BA%A3nh+Ch%C3%A2n/@10.7581011,106.6525196,14z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgxJDhuqFpIGjhu41jIFbEg24gTGFuZw!3m6!1s0x31752fa0d63f4303:0x6468aec8016a5d50!8m2!3d10.7581011!4d106.6885685!15sCiJNaW5pc3RvcCAtICDEkOG6oWkgaOG7jWMgVsSDbiBMYW5nIgOIAQGSARFjb252ZW5pZW5jZV9zdG9yZaoBcAoNL2cvMTFiYnJoajBfZAoJL20vMDYxdHE1EAEqDCIIbWluaXN0b3AoQjIfEAEiG3LkJ4C6tsX9aLDpRrao7q5M4j_AG5dRtGxIsjIjEAIiH21pbmlzdG9wIMSR4bqhaSBo4buNYyB2xINuIGxhbmfgAQA!16s%2Fg%2F11gh4mb3t0?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search,"233A Phan Văn Trị, Phường 11, Quận Bình Thạnh, Thành phố Hồ Chí Minh."
32,Ministop -  Dương Đức Hiền,"33-35 Dương Đức Hiền, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",10.8090078,106.6244186,"https://www.google.com/maps/place/Ministop+T%C3%A2y+Th%E1%BA%A1nh/@10.8090078,106.6244186,17z/data=!3m1!4b1!4m6!3m5!1s0x31752b0053c1a157:0x9332ea0246d89baf!8m2!3d10.8090025!4d106.6269935!16s%2Fg%2F11vps981by?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"33 - 35 Dương Đức Hiền, Phường Tây Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh."
33,Ministop -  Hoàng Việt 2,"59 Hoàng Việt, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",10.7930995,106.6536725,"https://www.google.com/maps/place/MINISTOP+-+S237+-+Ho%C3%A0ng+Vi%E1%BB%87t+2/@10.7930995,106.6536725,17z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgSG_DoG5nIFZp4buHdCAy!3m6!1s0x31752900183b03fd:0xd3ba4a7af71aec64!8m2!3d10.7930995!4d106.6581786!15sChtNaW5pc3RvcCAtICBIb8OgbmcgVmnhu4d0IDIiA4gBAVoaIhhtaW5pc3RvcCBob8Ogbmcgdmnhu4d0IDKSARFjb252ZW5pZW5jZV9zdG9yZaoBUBABKgwiCG1pbmlzdG9wKEIyIBABIhxqD5ofubClzn9ofH01Sv_dT9Olens0xHZzXFlWMhwQAiIYbWluaXN0b3AgaG_DoG5nIHZp4buHdCAy4AEA!16s%2Fg%2F11vs7_b1rn?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search,"59 Hoàng Việt, Phường 04, Quận Tân Bình, Thành phố Hồ Chí Minh."
34,Ministop -  Âu Dương Lân,"352a Âu Dương Lân, Phường Rạch Ông, Quận 8, Thành phố Hồ Chí Minh, Vietnam",10.7413223,106.6828071,"https://www.google.com/maps/place/MINISTOP+-+S234+-+%C3%82u+D%C6%B0%C6%A1ng+L%C3%A2n/@10.7413223,106.6828071,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f000a2fc391:0xbc9ac2e0adb04b4d!8m2!3d10.741317!4d106.685382!16s%2Fg%2F11vs7_5srg?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"352A Âu Dương Lân, Phường Rạch Ông, Quận 8, Thành phố Hồ Chí Minh."
35,Ministop -  Hoàng Hoa Thám 4,"10A Hoàng Hoa Thám, Phường 7, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",10.8047072,106.4034714,"https://www.google.com/maps/place/MINISTOP/@10.8047072,106.4034714,11z/data=!4m10!1m2!2m1!1sMinistop+-++Ho%C3%A0ng+Hoa+Th%C3%A1m+4!3m6!1s0x317528c467f81b55:0xa0c0e32a7fb95e48!8m2!3d10.8047072!4d106.6918625!15sCh5NaW5pc3RvcCAtICBIb8OgbmcgSG9hIFRow6FtIDQiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3JlqgFsCg0vZy8xMWJicmhqMF9kCgkvbS8wNjF0cTUQASoMIghtaW5pc3RvcChCMh8QASIbqJjTxt5cNA7m2HuECO0FF9IF4-ZGjM4eVtMZMh8QAiIbbWluaXN0b3AgaG_DoG5nIGhvYSB0aMOhbSA04AEA!16s%2Fg%2F11btrs3q_0?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search,"153A Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh."
36,Ministop -  Nguyễn Văn Lượng,"87, street 11, district Go Vap, Phường 16, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",10.8398599,106.6644439,"https://www.google.com/maps/place/MINISTOP-S233/@10.8398599,106.6644439,17z/data=!3m1!4b1!4m6!3m5!1s0x317529fe448fa325:0xf201aa42b5fd24fd!8m2!3d10.8398546!4d106.6670188!16s%2Fg%2F11w3p1wg60?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"368/16 Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, Thành phố Hồ Chí Minh."
37,Ministop -  Nguyễn Chí Thanh,"157 Nguyễn Chí Thanh, Phường 12, Quận 5, Thành phố Hồ Chí Minh, Vietnam",10.7589818,106.6625936,"https://www.google.com/maps/place/Ministop+-+Nguy%E1%BB%85n+Ch%C3%AD+Thanh/@10.7589818,106.6625936,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f00726e7cf3:0xe89049e4163b538!8m2!3d10.7589765!4d106.6651685!16s%2Fg%2F11vk9g9hfq?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"157 - 157A Nguyễn Chí Thanh, Phường 12, Quận 05, Thành phố Hồ Chí Minh."
38,Ministop -  Bùi Văn Ba,"208 Bùi Văn Ba, Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, Vietnam",10.7505819,106.7325252,"https://www.google.com/maps/place/Ministop+B%C3%B9i+V%C4%83n+Ba/@10.7505819,106.7325252,17z/data=!3m1!4b1!4m6!3m5!1s0x317525005c8c9b25:0x4b0db4747142f9e!8m2!3d10.7505766!4d106.7351001!16s%2Fg%2F11vyj5ms1v?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"208 Bùi Văn Ba, Khu phố 2, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh."
39,Ministop -  Cityland Park Hills 2,"P5-00.13 Cityland Park Hills, 18 Đ. Phan Văn Trị, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",10.8368383,106.6649755,"https://www.google.com/maps/place/Ministop/@10.8368383,106.6649755,17z/data=!3m1!4b1!4m6!3m5!1s0x3175292161caf477:0x479077db8b93dede!8m2!3d10.836833!4d106.6675504!16s%2Fg%2F11ftwg106f?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"Lô thương mại TMDV03 tại tầng 1, địa chỉ số 0.08 Chung cư CH3, Đường số 8, Khu dân cư Cityland, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh."
40,Ministop -  Khu dân cư Vĩnh Lộc,"1 Đ. A8, Khu Phố 5, Bình Tân, Thành phố Hồ Chí Minh 700000, Vietnam",10.8043218,106.4495034,"https://www.google.com/maps/place/Ministop+-+S228+Khu+D%C3%A2n+C%C6%B0+V%C4%A9nh+L%E1%BB%99c+-+%C4%90%C6%B0%E1%BB%9Dng+S%E1%BB%91+8/@10.8043218,106.4495034,12z/data=!4m10!1m2!2m1!1zTWluaXN0b3AgLSAgS2h1IGTDom4gY8awIFbEqW5oIEzhu5lj!3m6!1s0x31752bd600f0d39d:0x18722e932b402d1d!8m2!3d10.8043218!4d106.593699!15sCiRNaW5pc3RvcCAtICBLaHUgZMOibiBjxrAgVsSpbmggTOG7mWMiA4gBAVojIiFtaW5pc3RvcCBraHUgZMOibiBjxrAgdsSpbmggbOG7mWOSAQ1ncm9jZXJ5X3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU42ZWxsMU5VaEJFQUWqAXIKDS9nLzExYmJyaGowX2QKCS9tLzA2MXRxNRABKgwiCG1pbmlzdG9wKEIyHxABIhumhVDpGbOhiJ1IVgJefJlp6SutDzy6zafzQx0yJRACIiFtaW5pc3RvcCBraHUgZMOibiBjxrAgdsSpbmggbOG7mWPgAQD6AQQIABBH!16s%2Fg%2F11vl501_f7?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search,"01 Đường số 8, Khu dân cư Vĩnh Lộc, Khu phố 4, Phường Bình Hưng Hòa B, Quận Bình Tân, Thành phố Hồ Chí Minh."
41,Ministop -  Lạc Long Quân 3,"353 Lạc Long Quân, Phường 5, Quận 11, Thành phố Hồ Chí Minh, Vietnam",10.7709861,106.6090952,"https://www.google.com/maps/place/Ministop+L%E1%BA%A1c+Long+Qu%C3%A2n/@10.7709861,106.6090952,14z/data=!4m10!1m2!2m1!1sMinistop+-++La%CC%A3c+Long+Qu%C3%A2n+3!3m6!1s0x31752f0021a4c275:0xe0b827355610deaa!8m2!3d10.7709861!4d106.6451441!15sCh5NaW5pc3RvcCAtICBMYcyjYyBMb25nIFF1w6JuIDMiA4gBAVodIhttaW5pc3RvcCBs4bqhYyBsb25nIHF1w6JuIDOSARFjb252ZW5pZW5jZV9zdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOTWRXVnRlbmRCUlJBQqoBdwoNL2cvMTFiYnJoajBfZAoJL20vMDYxdHE1EAEqFyITbWluaXN0b3AgbOG6oWMgbG9uZyhCMh8QASIbpMfQfgTNFyTeJxKqsmHtdtFeF7NP5Flr_TJ7Mh8QAiIbbWluaXN0b3AgbOG6oWMgbG9uZyBxdcOibiAz4AEA-gEECCgQJw!16s%2Fg%2F11vm9ntpzn?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search,"353 Lạc Long Quân, Phường 05, Quận 11, Thành phố Hồ Chí Minh."
42,Ministop -  Đất Mới,"367 Bình Trị Đông, khu phố 5, Bình Tân, Thành phố Hồ Chí Minh, Vietnam",10.7726162,106.6065031,"https://www.google.com/maps/place/MINISTOP+-+S227+-+%C4%90%E1%BA%A5t+M%E1%BB%9Bi/@10.7726162,106.6065031,17z/data=!3m1!4b1!4m6!3m5!1s0x31752d003fbf1593:0x28173fc666ce9a84!8m2!3d10.7726109!4d106.609078!16s%2Fg%2F11ld86x5_s?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"367 Đất Mới, Khu phố 5, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh."
43,Ministop -  Phạm Văn Bạch,"997 Phạm Văn Bạch, Phường 12, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",10.8358562,106.6417647,"https://www.google.com/maps/place/Ministop+Ph%E1%BA%A1m+V%C4%83n+B%E1%BA%A1ch/@10.8358562,106.6417647,17z/data=!3m1!4b1!4m6!3m5!1s0x317529ee3567db43:0x9ff2b44d0824817!8m2!3d10.8358509!4d106.6443396!16s%2Fg%2F11vkrk5n3r?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"997 Phạm Văn Bạch, Phường 12, Quận Gò Vấp, Thành phố Hồ Chí Minh."
44,Ministop -  Cao ốc Re,"12-13 Đường số 1, Đông Hoà, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",10.9184606,106.7122687,"https://www.google.com/maps/place/Ministop+N%C3%B4ng+L%C3%A2m/@10.9184606,106.7122687,13z/data=!4m10!1m2!2m1!1sMinistop+-++Cao+%E1%BB%91c+Re!3m6!1s0x31752700673364f5:0xb8f07d9852013a5e!8m2!3d10.8690903!4d106.7876512!15sChdNaW5pc3RvcCAtICBDYW8g4buRYyBSZSIDiAEBkgERY29udmVuaWVuY2Vfc3RvcmWqAXEKDS9nLzExYmJyaGowX2QKCS9tLzA2MXRxNRABKhgiFG1pbmlzdG9wIGNhbyDhu5FjIHJlKAAyHxABIhsxxZEviO-YbyLmaehW8qHmaaAHdYP9E3rg40YyGBACIhRtaW5pc3RvcCBjYW8g4buRYyByZeABAA!16s%2Fg%2F11zj0f1h7f?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search,"Tầng 1&2 – TMDV 03 – Cao ốc RES11, 205 Lạc Long Quân, Phường 03, Quận 11, Thành phố Hồ Chí Minh."
45,Ministop -  Phan Văn Đạt,"13 Phan Văn Đạt, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",10.7752188,106.7025143,"https://www.google.com/maps/place/Mini+Stop/@10.7752188,106.7025143,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fc70da97fa1:0xd2289a13ec3f93eb!8m2!3d10.7752135!4d106.7050892!16s%2Fg%2F11vdjhvrqr?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"13 Phan Văn Đạt, Phường Bến Nghé, Quận 01, Thành phố Hồ Chí Minh."
46,Ministop -  Lý Tự Trọng 3,"126 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",10.7739983,106.6941487,"https://www.google.com/maps/place/Ministop+-+L%C3%BD+T%E1%BB%B1+Tr%E1%BB%8Dng+3/@10.7739983,106.6941487,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f8dbc2e05d7:0x600a77e7b74b25b7!8m2!3d10.773993!4d106.6967236!16s%2Fg%2F11y1htdjpk?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"126 Lý Tự Trọng, Phường Bến Thành, Quận 01, Thành phố Hồ Chí Minh."
47,Ministop -  Tân Quý 2,"446 Đ. Tân Kỳ Tân Quý, Tân Quý, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",10.7985708,106.5985228,"https://www.google.com/maps/place/Ministop+S210+-+446+T%C3%A2n+K%E1%BB%B3+T%C3%A2n+Qu%C3%BD/@10.7985708,106.5985228,15z/data=!4m10!1m2!2m1!1sMinistop+-++T%C3%A2n+Qu%C3%BD+2!3m6!1s0x31752b2d5ecd5969:0x2616307ab6825485!8m2!3d10.7985708!4d106.6165472!15sChdNaW5pc3RvcCAtICBUw6JuIFF1w70gMiIDiAEBWhYiFG1pbmlzdG9wIHTDom4gcXXDvSAykgERY29udmVuaWVuY2Vfc3RvcmWqAXUKDS9nLzExYmJyaGowX2QKDS9nLzExYzFndHd2eXMKCS9tLzA2MXRxNRABKgwiCG1pbmlzdG9wKEIyIBABIhylQ2qKGTFHeAZE4BzmphoDehnVPJTDLpDRRy5lMhgQAiIUbWluaXN0b3AgdMOibiBxdcO9IDLgAQA!16s%2Fg%2F11kqrg8sk2?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search,"192 - 194 Tân Quý, Phường Tân Quý, Quận Tân Phú, Thành phố Hồ Chí Minh."
48,Ministop -  Trần Bình Trọng,"52A Trần Bình Trọng, Phường 5, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",10.8127108,106.6854112,"https://www.google.com/maps/place/MINISTOP/@10.8127108,106.6854112,17z/data=!3m1!4b1!4m6!3m5!1s0x3175295cffff2989:0x3d988226a14d5c63!8m2!3d10.8127055!4d106.6879861!16s%2Fg%2F11krtx7b82?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search+selected_place,"52G Trần Bình Trọng, Phường 05, Quận Bình Thạnh, Thành phố Hồ Chí Minh."
49,Ministop -  Lạc Long Quân 2,"353 Lạc Long Quân, Phường 5, Quận 11, Thành phố Hồ Chí Minh, Vietnam",10.7647174,106.6362013,"https://www.google.com/maps/place/Ministop+L%E1%BA%A1c+Long+Qu%C3%A2n/@10.7647174,106.6362013,16z/data=!4m10!1m2!2m1!1sMinistop+-++L%E1%BA%A1c+Long+Qu%C3%A2n+2!3m6!1s0x31752f0021a4c275:0xe0b827355610deaa!8m2!3d10.7709861!4d106.6451441!15sCh5NaW5pc3RvcCAtICBM4bqhYyBMb25nIFF1w6JuIDIiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3JlqgFsCg0vZy8xMWJicmhqMF9kCgkvbS8wNjF0cTUQASoMIghtaW5pc3RvcChCMh8QASIbpoWrSAlDo-oPWI7eH-jZQ7y8KF-STGc6FSoaMh8QAiIbbWluaXN0b3AgbOG6oWMgbG9uZyBxdcOibiAy4AEA!16s%2Fg%2F11vm9ntpzn?entry=ttu&g_ep=EgoyMDI1MTEwNC4xIKXMDSoASAFQAw%3D%3D",search,"109 Lạc Long Quân, Phường 01, Quận 11, Thành phố Hồ Chí Minh."
