name,extracted_address,latitude,longitude,url,cleaned_url,url_type,address,addr_cos_sim
"Ministop -  Thích Quảng Đức 113-115 Thích Quảng Đức, Phường 4, Quận Phú Nhuận","113 Đ. Thích Quảng Đức, Phường 4, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",10.8056129,106.681758,"https://www.google.com/maps/place/Ministop/@10.8056129,106.681758,17z/data=!3m1!4b1!4m6!3m5!1s0x317528d95bcf658d:0x1827e2d1cb9e6cc4!8m2!3d10.8056129!4d106.681758!16s/g/11h9zgpv4_","https://www.google.com/maps/place/Ministop/@10.8056129,106.681758,17z/data=!3m1!4b1!4m6!3m5!1s0x317528d95bcf658d:0x1827e2d1cb9e6cc4!8m2!3d10.8056129!4d106.681758!16s/g/11h9zgpv4_",place,"113-115 Thích Quảng Đức, Phường 4, Quận Phú Nhuận",0.8691678
"Ministop -  Ung Văn Khiêm 31/53 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh","31/53 Hẻm 31 Ung Văn Khiêm, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",10.8099405,106.714914,"https://www.google.com/maps/place/MINISTOP/@10.8099405,106.714914,17z/data=!3m1!4b1!4m6!3m5!1s0x31752965c338adcb:0xf4a95584f7e67a9d!8m2!3d10.8099405!4d106.714914!16s/g/11ghfpq22z","https://www.google.com/maps/place/MINISTOP/@10.8099405,106.714914,17z/data=!3m1!4b1!4m6!3m5!1s0x31752965c338adcb:0xf4a95584f7e67a9d!8m2!3d10.8099405!4d106.714914!16s/g/11ghfpq22z",place,"31/53 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh",0.88849455
"Ministop -  Hoàng Diệu 192A Hoàng Diệu, Phường 9, Quận 4","192A Hoàng Diệu, Phường 9, Quận 4, Thành phố Hồ Chí Minh, Vietnam",10.762689,106.7026494,"https://www.google.com/maps/place/Ministop%2BHo%C3%A0ng%2BDi%E1%BB%87u/@10.762689,106.7026494,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f6b763101b7:0x9f26ecc76c41f8ee!8m2!3d10.762689!4d106.7026494!16s/g/11f040skkz","https://www.google.com/maps/place/Ministop%2BHo%C3%A0ng%2BDi%E1%BB%87u/@10.762689,106.7026494,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f6b763101b7:0x9f26ecc76c41f8ee!8m2!3d10.762689!4d106.7026494!16s/g/11f040skkz",place,"192A Hoàng Diệu, Phường 9, Quận 4",0.8858856
"Ministop -  Bệnh Viện Nhi Đồng 1 Khu Ngoại Trú 341 Sư Vạn Hạnh, Phường 10, Quận 10","341 Sư Vạn Hạnh, Phường 10, Hồ Chí Minh, Quận 10 Hồ Chí Minh, Vietnam",10.7684127,106.6707633,"https://www.google.com/maps/place/Ministop/@10.7684127,106.6707633,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f7347ec6593:0xc1c262b432a06d02!8m2!3d10.7684127!4d106.6707633!16s/g/11gh95npyf","https://www.google.com/maps/place/Ministop/@10.7684127,106.6707633,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f7347ec6593:0xc1c262b432a06d02!8m2!3d10.7684127!4d106.6707633!16s/g/11gh95npyf",place,"341 Sư Vạn Hạnh, Phường 10, Quận 10",0.86406696
"Ministop -  Bành Văn Trân 108A Bành Văn Trân, Phường 7, Quận Tân Bình","108B Bành Văn Trân, Phường 7, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",10.7885728,106.656536,"https://www.google.com/maps/place/MINISTOP/@10.7885728,106.656536,17z/data=!3m1!4b1!4m6!3m5!1s0x31752ecba5e127d5:0x80ef701978196e72!8m2!3d10.7885728!4d106.656536!16s/g/11f0866pgn","https://www.google.com/maps/place/MINISTOP/@10.7885728,106.656536,17z/data=!3m1!4b1!4m6!3m5!1s0x31752ecba5e127d5:0x80ef701978196e72!8m2!3d10.7885728!4d106.656536!16s/g/11f0866pgn",place,"108A Bành Văn Trân, Phường 7, Quận Tân Bình",0.86106753
"Ministop -  Nguyễn Lâm 46 Nguyễn Lâm, Phường 6, Quận 10","Số 46 Nguyễn Lâm, Phường 6, Quận 10, Thành phố Hồ Chí Minh, Vietnam",10.7636764,106.6634433,"https://www.google.com/maps/place/MINISTOP/@10.7636764,106.6634433,17z/data=!3m1!4b1!4m6!3m5!1s0x31752eef4c418ebb:0xaed6636c33062029!8m2!3d10.7636764!4d106.6634433!16s/g/11f_p2x8f0","https://www.google.com/maps/place/MINISTOP/@10.7636764,106.6634433,17z/data=!3m1!4b1!4m6!3m5!1s0x31752eef4c418ebb:0xaed6636c33062029!8m2!3d10.7636764!4d106.6634433!16s/g/11f_p2x8f0",place,"46 Nguyễn Lâm, Phường 6, Quận 10",0.9018668
"Ministop -  Thành Thái 136 Thành Thái, Phường 12, Quận 10","136 Đ. Thành Thái, Phường 14, Quận 10, Thành phố Hồ Chí Minh, Vietnam",10.7749558,106.6643185,"https://www.google.com/maps/place/Ministop%2BCN%2BTh%C3%A0nh%2BTh%C3%A1i./@10.7749558,106.6643185,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fdb6089e127:0x4aeec3df51b47bb2!8m2!3d10.7749558!4d106.6643185!16s/g/11f5psjp1d","https://www.google.com/maps/place/Ministop%2BCN%2BTh%C3%A0nh%2BTh%C3%A1i./@10.7749558,106.6643185,17z/data=!3m1!4b1!4m6!3m5!1s0x31752fdb6089e127:0x4aeec3df51b47bb2!8m2!3d10.7749558!4d106.6643185!16s/g/11f5psjp1d",place,"136 Thành Thái, Phường 12, Quận 10",0.8664546
"Ministop -  Lý Nam Đế 119 Lý Nam Đế, Phường 7, Quận 11, Thành phố Hồ Chí Minh","117 Lý Nam Đế, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Vietnam",10.7609007,106.6595134,"https://www.google.com/maps/place/Ministop%2BL%C3%BD%2BNam%2B%C4%90%E1%BA%BF/@10.7609007,106.6595134,17z/data=!3m1!4b1!4m6!3m5!1s0x31752eee6509f737:0xdec9428921968aca!8m2!3d10.7609007!4d106.6595134!16s/g/11f57whf9y","https://www.google.com/maps/place/Ministop%2BL%C3%BD%2BNam%2B%C4%90%E1%BA%BF/@10.7609007,106.6595134,17z/data=!3m1!4b1!4m6!3m5!1s0x31752eee6509f737:0xdec9428921968aca!8m2!3d10.7609007!4d106.6595134!16s/g/11f57whf9y",place,"119 Lý Nam Đế, Phường 7, Quận 11, Thành phố Hồ Chí Minh",0.9419333
"Ministop -  Nguyễn Thiện Thuật 2 138 Nguyễn Thiện Thuật, Phường 3, Quận 3","138 Đ. Nguyễn Thiện Thuật, Phường 3, Quận 3, Thành phố Hồ Chí Minh, Vietnam",10.7681728,106.6798332,"https://www.google.com/maps/place/MINISTOP/@10.7681728,106.6798332,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f1f7b7d42cb:0x59a8f834ba1d94f7!8m2!3d10.7681728!4d106.6798332!16s/g/11fxd_vj4s","https://www.google.com/maps/place/MINISTOP/@10.7681728,106.6798332,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f1f7b7d42cb:0x59a8f834ba1d94f7!8m2!3d10.7681728!4d106.6798332!16s/g/11fxd_vj4s",place,"138 Nguyễn Thiện Thuật, Phường 3, Quận 3",0.91286254
"Ministop -  Trần Nhân Tôn 177 - 179 Trần Nhân Tôn, Phường 2, Quận 10","179 Trần Nhân Tôn, Phường 2, Quận 10, Thành phố Hồ Chí Minh, Vietnam",10.763131,106.674549,"https://www.google.com/maps/place/MINISTOP/@10.763131,106.674549,17z/data=!3m1!4b1!4m6!3m5!1s0x31752ee22132f107:0xc637321cb7646f4d!8m2!3d10.763131!4d106.674549!16s/g/11gdggtmjm","https://www.google.com/maps/place/MINISTOP/@10.763131,106.674549,17z/data=!3m1!4b1!4m6!3m5!1s0x31752ee22132f107:0xc637321cb7646f4d!8m2!3d10.763131!4d106.674549!16s/g/11gdggtmjm",place,"177 - 179 Trần Nhân Tôn, Phường 2, Quận 10",0.89502335
