address,latitude,longitude,url
Ministop -  Đại Lộ 3 ,10.8126338,106.7694172,"https://www.google.com/maps/place/Ministop+-+C%C4%90KT+%C4%90%E1%BB%91i+Ngo%E1%BA%A1i/@10.8126338,106.7694172,17z/data=!3m1!4b1!4m6!3m5!1s0x317526f674a4dd07:0xa861f71f0ce7c3a!8m2!3d10.8126285!4d106.7719921!16s%2Fg%2F11xdz_1_2?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Đường số 12 ,10.8181781,106.6421169,"https://www.google.com/maps/search/Ministop+-++%C4%90%C6%B0%E1%BB%9Dng+s%E1%BB%91+12+/@10.8181781,106.6421169,12z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Kha Vạn Cân  ,10.857044,106.754313,"https://www.google.com/maps/place/CHTL+-+MINISTOP+-+S240+-+Kha+V%E1%BA%A1n+C%C3%A2n/@10.857044,106.754313,17z/data=!3m1!4b1!4m6!3m5!1s0x3175270036bdf1e1:0x155c0075c207cf60!8m2!3d10.8570387!4d106.7568879!16s%2Fg%2F11vy3c27h3?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Đại học Văn Lang ,10.8825875,106.6601614,"https://www.google.com/maps/search/Ministop+-++%C4%90%E1%BA%A1i+h%E1%BB%8Dc+V%C4%83n+Lang+/@10.8825875,106.6601614,11z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Dương Đức Hiền ,10.8090078,106.6244186,"https://www.google.com/maps/place/Ministop+T%C3%A2y+Th%E1%BA%A1nh/@10.8090078,106.6244186,17z/data=!3m1!4b1!4m6!3m5!1s0x31752b0053c1a157:0x9332ea0246d89baf!8m2!3d10.8090025!4d106.6269935!16s%2Fg%2F11vps981by?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Hoàng Việt 2 ,10.7942072,106.6560323,"https://www.google.com/maps/search/Ministop+-++Ho%C3%A0ng+Vi%E1%BB%87t+2+/@10.7942072,106.6560323,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Âu Dương Lân ,10.7413223,106.6828071,"https://www.google.com/maps/place/MINISTOP+-+S234+-+%C3%82u+D%C6%B0%C6%A1ng+L%C3%A2n/@10.7413223,106.6828071,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f000a2fc391:0xbc9ac2e0adb04b4d!8m2!3d10.741317!4d106.685382!16s%2Fg%2F11vs7_5srg?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Hoàng Hoa Thám 4 ,10.8825875,106.6601614,"https://www.google.com/maps/search/Ministop+-++Ho%C3%A0ng+Hoa+Th%C3%A1m+4+/@10.8825875,106.6601614,11z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Nguyễn Văn Lượng ,10.8398599,106.6644439,"https://www.google.com/maps/place/MINISTOP-S233/@10.8398599,106.6644439,17z/data=!3m1!4b1!4m6!3m5!1s0x317529fe448fa325:0xf201aa42b5fd24fd!8m2!3d10.8398546!4d106.6670188!16s%2Fg%2F11w3p1wg60?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Nguyễn Chí Thanh ,10.7589818,106.6625936,"https://www.google.com/maps/place/Ministop+-+Nguy%E1%BB%85n+Ch%C3%AD+Thanh/@10.7589818,106.6625936,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f00726e7cf3:0xe89049e4163b538!8m2!3d10.7589765!4d106.6651685!16s%2Fg%2F11vk9g9hfq?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
